,source,business_name,contact_person,phone,email,address,city,state,category,website,rating,review_count,is_valid,duplicate_hash
0,website,Amazon,,,,,mumbai,,product,https://www.amazon.com,,,true,747b2bef9d1165fcb35573b55cda11ecd28600b63ba74f44c8e1efe8a78721a2
