id,name,source,status,start_url,pages_attempted,leads_found,leads_saved,duplicates,valid,started_at,completed_at,error
1,ITCYBER Lead Collection,Google Maps,completed,https://www.justdial.com/,1,0,0,0,0,2026-08-07T11:35:12.687,2026-08-07T11:35:35.033,
